ID,Severity,Type,File,Line,Message,Suggestion,"Original Code","Full Path"
174,HIGH,METHOD,2025_11_19_144200_rename_durum_to_status_in_yazlik_doluluk_durumlari.php,92,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('status');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_19_144200_rename_durum_to_status_in_yazlik_doluluk_durumlari.php
175,HIGH,METHOD,2025_11_19_150001_add_crm_only_to_ilanlar_table.php,32,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('crm_only');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_19_150001_add_crm_only_to_ilanlar_table.php
176,HIGH,METHOD,2025_11_20_145127_create_ai_land_plot_analyses_table.php,53,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('display_order');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_20_145127_create_ai_land_plot_analyses_table.php
177,HIGH,METHOD,2025_11_20_145127_create_ai_land_plot_analyses_table.php,56,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('status');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_20_145127_create_ai_land_plot_analyses_table.php
178,CRITICAL,NAMING,2025_11_22_152324_convert_status_to_boolean_in_ilan_kategorileri_table.php,53,"Forbidden field: 'aktif'","Use 'status' instead","WHERE status IN ('Aktif', 'aktif', 'active', 'Active', '1', 1)",/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_22_152324_convert_status_to_boolean_in_ilan_kategorileri_table.php
179,CRITICAL,NAMING,2025_11_22_152526_fix_all_status_columns_to_boolean_global_fix.php,103,"Forbidden field: 'aktif'","Use 'status' instead","WHERE status IN ('Aktif', 'aktif', 'active', 'Active', '1', 1)",/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_22_152526_fix_all_status_columns_to_boolean_global_fix.php
180,HIGH,METHOD,2025_11_23_120000_add_ical_url_to_ilan_takvim_sync_table.php,25,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('ical_url');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_23_120000_add_ical_url_to_ilan_takvim_sync_table.php
181,HIGH,METHOD,2025_11_24_202215_add_talep_reform_fields_to_talepler_table.php,63,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('aranan_ozellikler_json');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_24_202215_add_talep_reform_fields_to_talepler_table.php
182,HIGH,METHOD,2025_11_24_202215_add_talep_reform_fields_to_talepler_table.php,66,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('min_metrekare');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_24_202215_add_talep_reform_fields_to_talepler_table.php
183,HIGH,METHOD,2025_11_24_202215_add_talep_reform_fields_to_talepler_table.php,69,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('max_metrekare');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_24_202215_add_talep_reform_fields_to_talepler_table.php
184,HIGH,METHOD,2025_11_24_202215_add_talep_reform_fields_to_talepler_table.php,72,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('metadata');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_24_202215_add_talep_reform_fields_to_talepler_table.php
185,HIGH,METHOD,2025_11_24_215950_add_ai_scoring_fields_to_kisiler_table.php,73,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn([,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_24_215950_add_ai_scoring_fields_to_kisiler_table.php
186,HIGH,NAMING,2025_11_25_052528_fix_enabled_field_in_kategori_yayin_tipi_field_dependencies_table.php,33,"Forbidden field: 'enabled'","Use 'status' instead","if (Schema::hasColumn('kategori_yayin_tipi_field_dependencies', 'enabled')) {",/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_052528_fix_enabled_field_in_kategori_yayin_tipi_field_dependencies_table.php
187,HIGH,NAMING,2025_11_25_052528_fix_enabled_field_in_kategori_yayin_tipi_field_dependencies_table.php,51,"Forbidden field: 'enabled'","Use 'status' instead",$table->dropColumn('enabled');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_052528_fix_enabled_field_in_kategori_yayin_tipi_field_dependencies_table.php
188,HIGH,METHOD,2025_11_25_052528_fix_enabled_field_in_kategori_yayin_tipi_field_dependencies_table.php,51,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('enabled');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_052528_fix_enabled_field_in_kategori_yayin_tipi_field_dependencies_table.php
189,HIGH,METHOD,2025_11_25_052528_fix_enabled_field_in_kategori_yayin_tipi_field_dependencies_table.php,86,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('status');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_052528_fix_enabled_field_in_kategori_yayin_tipi_field_dependencies_table.php
190,HIGH,METHOD,2025_11_25_052644_fix_sync_enabled_field_in_ilan_takvim_sync_table.php,40,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('sync_enabled');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_052644_fix_sync_enabled_field_in_ilan_takvim_sync_table.php
191,CRITICAL,METHOD,2025_11_25_052644_fix_sync_enabled_field_in_ilan_takvim_sync_table.php,43,"Forbidden method: renameColumn()","Use DB::statement() with ALTER TABLE ... CHANGE","$table->renameColumn('sync_status_field', 'sync_status');",/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_052644_fix_sync_enabled_field_in_ilan_takvim_sync_table.php
192,HIGH,METHOD,2025_11_25_052644_fix_sync_enabled_field_in_ilan_takvim_sync_table.php,73,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('sync_status');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_052644_fix_sync_enabled_field_in_ilan_takvim_sync_table.php
193,HIGH,METHOD,2025_11_25_112256_add_ai_feedback_fields_to_ai_logs_table.php,86,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('feedback_at');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_112256_add_ai_feedback_fields_to_ai_logs_table.php
194,HIGH,METHOD,2025_11_25_112256_add_ai_feedback_fields_to_ai_logs_table.php,89,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('feedback_reason');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_112256_add_ai_feedback_fields_to_ai_logs_table.php
195,HIGH,METHOD,2025_11_25_112256_add_ai_feedback_fields_to_ai_logs_table.php,92,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('feedback_type');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_112256_add_ai_feedback_fields_to_ai_logs_table.php
196,HIGH,METHOD,2025_11_25_112256_add_ai_feedback_fields_to_ai_logs_table.php,95,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('user_rating');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_112256_add_ai_feedback_fields_to_ai_logs_table.php
197,HIGH,METHOD,2025_11_25_115537_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php,166,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('satici_danisman_id');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_115537_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php
198,HIGH,METHOD,2025_11_25_115537_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php,169,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('alici_danisman_id');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_115537_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php
199,HIGH,METHOD,2025_11_25_115537_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php,172,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('satici_komisyon_orani');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_115537_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php
200,HIGH,METHOD,2025_11_25_115537_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php,175,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('alici_komisyon_orani');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_115537_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php
201,HIGH,METHOD,2025_11_25_115537_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php,178,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('satici_komisyon_tutari');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_115537_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php
202,HIGH,METHOD,2025_11_25_115537_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php,181,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('alici_komisyon_tutari');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_115537_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php
203,HIGH,METHOD,2025_11_25_115537_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php,200,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('satici_danisman_id');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_115537_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php
204,HIGH,METHOD,2025_11_25_115537_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php,203,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('alici_danisman_id');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_115537_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php
205,HIGH,METHOD,2025_11_25_115537_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php,206,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('satici_komisyon_orani');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_115537_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php
206,HIGH,METHOD,2025_11_25_115537_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php,209,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('alici_komisyon_orani');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_115537_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php
207,HIGH,METHOD,2025_11_25_115537_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php,212,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('satici_komisyon_tutari');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_115537_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php
208,HIGH,METHOD,2025_11_25_115537_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php,215,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('alici_komisyon_tutari');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_115537_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php
209,HIGH,METHOD,2025_11_25_120501_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php,125,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('satici_danisman_id');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_120501_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php
210,HIGH,METHOD,2025_11_25_120501_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php,128,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('alici_danisman_id');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_120501_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php
211,HIGH,METHOD,2025_11_25_120501_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php,131,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('satici_komisyon_orani');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_120501_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php
212,HIGH,METHOD,2025_11_25_120501_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php,134,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('alici_komisyon_orani');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_120501_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php
213,HIGH,METHOD,2025_11_25_120501_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php,137,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('satici_komisyon_tutari');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_120501_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php
214,HIGH,METHOD,2025_11_25_120501_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php,140,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('alici_komisyon_tutari');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_120501_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php
215,HIGH,METHOD,2025_11_25_120501_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php,160,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('satici_danisman_id');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_120501_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php
216,HIGH,METHOD,2025_11_25_120501_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php,163,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('alici_danisman_id');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_120501_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php
217,HIGH,METHOD,2025_11_25_120501_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php,166,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('satici_komisyon_orani');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_120501_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php
218,HIGH,METHOD,2025_11_25_120501_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php,169,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('alici_komisyon_orani');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_120501_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php
219,HIGH,METHOD,2025_11_25_120501_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php,172,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('satici_komisyon_tutari');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_120501_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php
220,HIGH,METHOD,2025_11_25_120501_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php,175,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('alici_komisyon_tutari');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_120501_add_split_commission_fields_to_satislar_and_komisyonlar_tables.php
221,HIGH,METHOD,2025_11_25_add_crm_fields_to_kisiler_table.php,59,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn([,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_25_add_crm_fields_to_kisiler_table.php
222,HIGH,METHOD,2025_11_30_120000_add_alt_kategori_id_to_talepler_table.php,46,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('alt_kategori_id');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_11_30_120000_add_alt_kategori_id_to_talepler_table.php
223,HIGH,METHOD,2025_12_01_125702_add_telegram_cortex_fields_to_users_table.php,61,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('telegram_id');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_12_01_125702_add_telegram_cortex_fields_to_users_table.php
224,HIGH,METHOD,2025_12_01_125702_add_telegram_cortex_fields_to_users_table.php,64,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('telegram_pairing_code');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_12_01_125702_add_telegram_cortex_fields_to_users_table.php
225,HIGH,METHOD,2025_12_01_125702_add_telegram_cortex_fields_to_users_table.php,67,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('telegram_paired_at');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_12_01_125702_add_telegram_cortex_fields_to_users_table.php
226,HIGH,METHOD,2025_12_03_000001_add_price_text_and_nearby_places_to_ilanlar_table.php,26,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('price_text');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_12_03_000001_add_price_text_and_nearby_places_to_ilanlar_table.php
227,HIGH,METHOD,2025_12_03_000001_add_price_text_and_nearby_places_to_ilanlar_table.php,30,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('nearby_places');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_12_03_000001_add_price_text_and_nearby_places_to_ilanlar_table.php
228,HIGH,METHOD,2025_12_03_010000_add_video_fields_to_ilanlar_table.php,30,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('video_url');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_12_03_010000_add_video_fields_to_ilanlar_table.php
229,HIGH,METHOD,2025_12_03_010000_add_video_fields_to_ilanlar_table.php,34,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('video_status');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_12_03_010000_add_video_fields_to_ilanlar_table.php
230,HIGH,METHOD,2025_12_03_010000_add_video_fields_to_ilanlar_table.php,38,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('video_last_frame');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_12_03_010000_add_video_fields_to_ilanlar_table.php
231,HIGH,METHOD,2025_12_04_170137_add_environment_fields_to_ilanlar_table.php,60,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('environment_tags');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_12_04_170137_add_environment_fields_to_ilanlar_table.php
232,HIGH,METHOD,2025_12_04_170137_add_environment_fields_to_ilanlar_table.php,63,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('environment_pois');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_12_04_170137_add_environment_fields_to_ilanlar_table.php
233,CRITICAL,NAMING,2025_12_05_000000_test_violation.php,16,"Forbidden field: 'order'","Use 'display_order' instead",$table->integer('order');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_12_05_000000_test_violation.php
234,CRITICAL,NAMING,2025_12_05_000000_test_violation.php,19,"Forbidden field: 'is_active'","Use 'status' instead",$table->boolean('is_active');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_12_05_000000_test_violation.php
235,CRITICAL,NAMING,2025_12_05_000000_test_violation.php,29,"Forbidden field: 'order'","Use 'display_order' instead",$table->dropColumn('order');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_12_05_000000_test_violation.php
236,HIGH,METHOD,2025_12_05_000000_test_violation.php,29,"Forbidden method: dropColumn()","Always check column existence with Schema::hasColumn() first",$table->dropColumn('order');,/Users/macbookpro/Projects/yalihanai/database/migrations/2025_12_05_000000_test_violation.php
